Datetime,site_name,CI0_cm,CI1_cm,Iclr,I,k,HR,CI0_ov,CI1_ov
2023-02-07 16:00:00+07:00,ISL001,0.2941176470588235,0.3098039215686274,418.191679047402,317.665,0.759615783660757,16,0.1686274509803921,0.2078431372549019
2023-02-08 08:00:00+07:00,ISL001,0.392156862745098,0.4666666666666667,174.05360520080913,208.1796,1.1960660036878812,8,0.0705882352941176,0.0549019607843137
2023-02-08 08:30:00+07:00,ISL001,0.2901960784313726,0.392156862745098,290.2645427192132,325.5664,1.1216195989702262,8,0.0274509803921568,0.0705882352941176
2023-02-08 09:00:00+07:00,ISL001,0.3019607843137254,0.2901960784313726,403.52975251585445,434.5396,1.0768464959295094,9,0.0196078431372549,0.0274509803921568
2023-02-08 09:30:00+07:00,ISL001,0.2980392156862745,0.3019607843137254,508.5546983861548,531.3682,1.0448594845082375,9,0.0117647058823529,0.0196078431372549
2023-02-08 10:00:00+07:00,ISL001,0.2941176470588235,0.2980392156862745,602.0790745354033,612.4672,1.0172537560329808,10,0.0196078431372549,0.0117647058823529
2023-02-08 10:30:00+07:00,ISL001,0.2862745098039215,0.2941176470588235,681.7666411136219,681.2751,0.9992790185321784,10,0.0313725490196078,0.0196078431372549
2023-02-08 11:00:00+07:00,ISL001,0.2705882352941176,0.2862745098039215,745.8478660063886,739.2186,0.9911117718390956,11,0.0431372549019607,0.0313725490196078
2023-02-08 11:30:00+07:00,ISL001,0.2588235294117647,0.2705882352941176,792.9906077767497,790.541,0.9969109246027296,11,0.0549019607843137,0.0431372549019607
2023-02-08 12:00:00+07:00,ISL001,0.2431372549019607,0.2588235294117647,822.251118068733,790.1752,0.9609901192423168,12,0.0588235294117647,0.0549019607843137
2023-02-08 12:30:00+07:00,ISL001,0.2352941176470588,0.2431372549019607,833.0557844742871,720.2333,0.8645679118049874,12,0.0666666666666666,0.0588235294117647
2023-02-08 13:00:00+07:00,ISL001,0.2313725490196078,0.2352941176470588,825.194843532803,395.4717,0.4792464508223497,13,0.0745098039215686,0.0666666666666666
2023-02-08 13:30:00+07:00,ISL001,0.2745098039215686,0.2313725490196078,798.820804524579,538.4283,0.6740288897714019,13,0.0823529411764705,0.0745098039215686
2023-02-08 14:00:00+07:00,ISL001,0.3411764705882353,0.2745098039215686,754.4495606036517,425.7603,0.5643323586262543,14,0.0980392156862745,0.0823529411764705
2023-02-08 14:30:00+07:00,ISL001,0.3176470588235294,0.3411764705882353,692.9656261909913,568.3145,0.8201193226911435,14,0.1098039215686274,0.0980392156862745
2023-02-08 15:00:00+07:00,ISL001,0.4196078431372549,0.3176470588235294,615.6376744801325,551.4144,0.8956800775157806,15,0.1019607843137254,0.1098039215686274
2023-02-08 15:30:00+07:00,ISL001,0.3450980392156862,0.4196078431372549,524.1605708285159,462.3043,0.8819898438168621,15,0.1254901960784313,0.1019607843137254
2023-02-08 16:00:00+07:00,ISL001,0.5882352941176471,0.3450980392156862,420.76615891247246,441.4534,1.0491656485421654,16,0.1176470588235294,0.1254901960784313
2023-02-09 08:00:00+07:00,ISL001,0.3764705882352941,0.4627450980392157,175.60731495084744,184.4023,1.0500832499580912,8,0.0470588235294117,0.0509803921568627
2023-02-09 08:30:00+07:00,ISL001,0.3137254901960784,0.3764705882352941,292.12395361172986,296.4117,1.0146778322532533,8,0.0392156862745098,0.0470588235294117
2023-02-09 09:00:00+07:00,ISL001,0.3215686274509804,0.3137254901960784,405.63545654578365,268.2448,0.6612952484091427,9,0.0313725490196078,0.0392156862745098
2023-02-09 09:30:00+07:00,ISL001,0.4392156862745098,0.3215686274509804,510.8726672831564,297.6555,0.5826412706378387,9,0.0470588235294117,0.0313725490196078
2023-02-09 10:00:00+07:00,ISL001,0.4627450980392157,0.4392156862745098,604.5826073327413,607.1265,1.004207684171534,10,0.0627450980392156,0.0470588235294117
2023-02-09 10:30:00+07:00,ISL001,0.3725490196078431,0.4627450980392157,684.4306770126333,629.0747,0.9191211339996505,10,0.0666666666666666,0.0627450980392156
